date,name,tier,lp,score
2025-10-12,춘봉박#알콜장전,Silver I,13,11.13
2025-11-07,춘봉박#알콜장전,Silver I,20,11.2
2025-12-22,춘봉박#알콜장전,Silver I,63,11.63
2020-04-12,탬탬버린유튜브좋아요#KR2,Bronze IV,0,4
2020-06-19,탬탬버린유튜브좋아요#KR2,Bronze II,0,6
2020-08-09,탬탬버린유튜브좋아요#KR2,Bronze III,0,5
2020-11-01,탬탬버린유튜브좋아요#KR2,Bronze II,0,6
2020-12-16,탬탬버린유튜브좋아요#KR2,Bronze I,0,7
2020-12-23,탬탬버린유튜브좋아요#KR2,Silver IV,0,8
2020-12-27,탬탬버린유튜브좋아요#KR2,Silver III,0,9
2021-01-23,탬탬버린유튜브좋아요#KR2,Bronze II,0,6
2021-02-06,탬탬버린유튜브좋아요#KR2,Bronze I,0,7
2021-02-07,탬탬버린유튜브좋아요#KR2,Bronze II,0,6
2021-02-09,탬탬버린유튜브좋아요#KR2,Bronze I,0,7
2021-02-12,탬탬버린유튜브좋아요#KR2,Bronze II,0,6
2021-02-14,탬탬버린유튜브좋아요#KR2,Bronze I,0,7
2021-02-15,탬탬버린유튜브좋아요#KR2,Bronze II,0,6
2021-02-17,탬탬버린유튜브좋아요#KR2,Bronze I,0,7
2021-02-18,탬탬버린유튜브좋아요#KR2,Bronze II,0,6
2021-03-16,탬탬버린유튜브좋아요#KR2,Bronze I,0,7
2021-04-19,탬탬버린유튜브좋아요#KR2,Bronze II,0,6
2021-05-13,탬탬버린유튜브좋아요#KR2,Bronze I,3,7.03
2021-06-12,탬탬버린유튜브좋아요#KR2,Bronze II,75,6.75
2021-07-09,탬탬버린유튜브좋아요#KR2,Bronze III,75,5.75
2021-07-11,탬탬버린유튜브좋아요#KR2,Bronze II,5,6.05
2021-07-20,탬탬버린유튜브좋아요#KR2,Bronze I,14,7.14
2021-07-23,탬탬버린유튜브좋아요#KR2,Silver IV,1,8.01
2021-08-06,탬탬버린유튜브좋아요#KR2,Silver III,2,9.02
2021-08-07,탬탬버린유튜브좋아요#KR2,Silver III,3,9.03
2021-08-15,탬탬버린유튜브좋아요#KR2,Silver III,75,9.75
2021-08-20,탬탬버린유튜브좋아요#KR2,Silver IV,75,8.75
2021-08-27,탬탬버린유튜브좋아요#KR2,Silver III,4,9.04
2021-09-21,탬탬버린유튜브좋아요#KR2,Silver II,5,10.05
2021-09-23,탬탬버린유튜브좋아요#KR2,Silver III,75,9.75
2021-10-02,탬탬버린유튜브좋아요#KR2,Silver II,1,10.01
2021-10-03,탬탬버린유튜브좋아요#KR2,Silver II,4,10.04
2021-10-09,탬탬버린유튜브좋아요#KR2,Silver III,75,9.75
2021-11-25,탬탬버린유튜브좋아요#KR2,Silver II,13,10.13
2021-12-19,탬탬버린유튜브좋아요#KR2,Silver III,75,9.75
2022-01-12,탬탬버린유튜브좋아요#KR2,Bronze II,18,6.18
2022-01-24,탬탬버린유튜브좋아요#KR2,Bronze I,3,7.03
2022-02-11,탬탬버린유튜브좋아요#KR2,Bronze II,75,6.75
2022-03-18,탬탬버린유튜브좋아요#KR2,Bronze I,10,7.1
2022-07-08,탬탬버린유튜브좋아요#KR2,Bronze II,75,6.75
2023-03-18,탬탬버린유튜브좋아요#KR2,Bronze III,26,5.26
2023-03-20,탬탬버린유튜브좋아요#KR2,Bronze II,22,6.22
2023-07-29,탬탬버린유튜브좋아요#KR2,Iron I,56,3.56
2023-08-01,탬탬버린유튜브좋아요#KR2,Bronze IV,1,4.01
2023-09-09,탬탬버린유튜브좋아요#KR2,Bronze III,28,5.28
2023-09-16,탬탬버린유튜브좋아요#KR2,Bronze II,17,6.17
2023-10-30,탬탬버린유튜브좋아요#KR2,Bronze III,75,5.75
2023-11-05,탬탬버린유튜브좋아요#KR2,Bronze II,13,6.13
2023-11-10,탬탬버린유튜브좋아요#KR2,Bronze III,75,5.75
2023-11-11,탬탬버린유튜브좋아요#KR2,Bronze II,2,6.02
2023-11-12,탬탬버린유튜브좋아요#KR2,Bronze II,3,6.03
2023-11-14,탬탬버린유튜브좋아요#KR2,Bronze I,6,7.06
2023-11-23,탬탬버린유튜브좋아요#KR2,Silver IV,1,8.01
2023-11-25,탬탬버린유튜브좋아요#KR2,Silver III,18,9.18
2023-12-02,탬탬버린유튜브좋아요#KR2,Silver IV,75,8.75
2024-09-09,탬탬버린유튜브좋아요#KR2,Bronze II,68,6.68
2024-09-12,탬탬버린유튜브좋아요#KR2,Bronze I,23,7.23
2024-09-14,탬탬버린유튜브좋아요#KR2,Silver IV,19,8.19
2024-09-16,탬탬버린유튜브좋아요#KR2,Silver III,19,9.19
2024-09-21,탬탬버린유튜브좋아요#KR2,Silver II,20,10.2
2024-09-23,탬탬버린유튜브좋아요#KR2,Silver I,14,11.14
2024-10-01,탬탬버린유튜브좋아요#KR2,Silver I,39,11.39
2024-10-03,탬탬버린유튜브좋아요#KR2,Silver II,84,10.84
2024-11-02,탬탬버린유튜브좋아요#KR2,Silver I,25,11.25
2024-11-09,탬탬버린유튜브좋아요#KR2,Gold IV,1,12.01
2025-08-29,탬탬버린유튜브좋아요#KR2,Bronze II,26,6.26
2025-08-30,탬탬버린유튜브좋아요#KR2,Bronze I,2,7.02
2025-08-31,탬탬버린유튜브좋아요#KR2,Silver IV,4,8.04
2025-09-03,탬탬버린유튜브좋아요#KR2,Silver III,18,9.18
2025-09-11,탬탬버린유튜브좋아요#KR2,Silver III,26,9.26
2025-09-13,탬탬버린유튜브좋아요#KR2,Silver II,40,10.4
2025-09-14,탬탬버린유튜브좋아요#KR2,Silver II,92,10.92
2025-09-15,탬탬버린유튜브좋아요#KR2,Silver I,30,11.3
2025-09-17,탬탬버린유튜브좋아요#KR2,Gold IV,10,12.1
2025-09-19,탬탬버린유튜브좋아요#KR2,Gold III,80,13.8
2025-09-26,탬탬버린유튜브좋아요#KR2,Gold III,99,13.99
2025-09-27,탬탬버린유튜브좋아요#KR2,Gold II,2,14.02
2025-11-19,탬탬버린유튜브좋아요#KR2,Gold III,84,13.84
2025-11-22,탬탬버린유튜브좋아요#KR2,Gold III,96,13.96
2025-12-22,탬탬버린유튜브좋아요#KR2,Gold III,71,13.71
